           6 ,           2 ,   2.2020000000000000      ,   3.4673496096288763     
           6 ,           3 ,   2.9569999999999999      ,   2.0514444915966950     
           6 ,           4 ,   3.7149999999999999      ,   1.7568335115728149     
           6 ,           5 ,   4.4720000000000004      ,   1.2247422235136565     
           6 ,           6 ,   5.2290000000000001      ,  0.80319360895374303     
           6 ,           7 ,   5.9840000000000000      ,  0.62359589897933176     
           6 ,           8 ,   6.7329999999999997      ,  0.61982660480165119     
           6 ,           9 ,   7.4900000000000002      ,  0.40855418425401929     
           6 ,          10 ,   8.2479999999999993      ,  0.26798908400165705     
           6 ,          11 ,   9.0050000000000008      ,  0.52868275654232799     
           6 ,          12 ,   9.7599999999999998      ,   6.8081192774281457E-002
           6 ,          13 ,   10.509000000000000      ,   3.5724712820444982E-002
           6 ,          14 ,   11.265000000000001      ,  0.17250330155735785     
           6 ,          15 ,   12.023000000000000      ,  0.20078337518908063     
           6 ,          16 ,   12.779000000000000      ,   6.5263972944728132E-002
           6 ,          17 ,   13.535000000000000      ,   3.1619760362523369E-002
           6 ,          18 ,   14.292000000000000      ,   9.1157026535662600E-003
           6 ,          19 ,   15.048999999999999      ,   4.3418951715660375E-003
           6 ,          20 ,   15.805999999999999      ,   1.2498583694401932E-003
           6 ,          21 ,   16.555000000000000      ,   5.9489995319343680E-004
           6 ,          22 ,   17.311000000000000      ,   1.7113773750382366E-004
           6 ,          23 ,   18.062999999999999      ,   8.1430229262713372E-005
           6 ,          24 ,   18.815000000000001      ,   2.3416569915446495E-005
           6 ,          25 ,   19.571999999999999      ,   1.1139794587888829E-005
           6 ,          26 ,   20.327999999999999      ,   3.2026780599769822E-006
           6 ,          27 ,   21.085999999999999      ,   1.5233901072275735E-006
           6 ,          28 ,   21.841000000000001      ,   4.3790499421048068E-007
           6 ,          29 ,   22.590000000000000      ,   2.0827498872777461E-007
           6 ,          30 ,   23.346000000000000      ,   5.9862931056642310E-008
           6 ,          31 ,   24.103000000000002      ,   2.8469706703226905E-008
           6 ,          32 ,   24.859999999999999      ,   8.1821618369559701E-009
           6 ,          33 ,   25.614999999999998      ,   3.8910373256761943E-009
           6 ,          34 ,   26.370999999999999      ,   1.1182071379955971E-009
           6 ,          35 ,   27.126000000000001      ,   5.3173931924277440E-010
           6 ,          36 ,   27.882000000000001      ,   1.5280449128241003E-010
           6 ,          37 ,   28.638000000000002      ,   7.2660127914403461E-011
           6 ,          38 ,   29.393000000000001      ,   2.0871471217986937E-011
           6 ,          39 ,   30.145000000000000      ,   9.9194541469671549E-012
           6 ,          40 ,   30.896000000000001      ,   2.8514968164472521E-012
           6 ,          41 ,   31.652999999999999      ,   1.3521683772665938E-012
           6 ,          42 ,   32.408999999999999      ,   3.7353453663513392E-013
           6 ,          43 ,   33.167000000000002      ,   1.6076029396572267E-013
           6 ,          44 ,   33.920999999999999      ,   4.3187675657918589E-014
           6 ,          45 ,   34.673999999999999      ,   5.5441762292218755E-014
           6 ,          46 ,   35.430000000000000      ,   5.4470317145671743E-015
           6 ,          47 ,   36.188000000000002      ,   4.1987247012542639E-014
           6 ,          48 ,   36.945000000000000      ,   4.5519144009631418E-015
           6 ,          49 ,   37.700000000000003      ,   9.7553909395031724E-014
           6 ,          50 ,   38.454000000000001      ,   1.1407541578023483E-013
           6 ,          51 ,   39.210999999999999      ,   2.4764912343044898E-014
           6 ,          52 ,   39.968000000000004      ,   1.5765166949677223E-014
           6 ,          53 ,   40.723999999999997      ,   2.8282931552325863E-014
           6 ,          54 ,   41.481999999999999      ,   8.6042284408449632E-015
           6 ,          55 ,   42.238000000000000      ,   2.0580759318988839E-014
           6 ,          56 ,   42.994000000000000      ,   2.5868196473766147E-014
           6 ,          57 ,   43.750000000000000      ,   2.1149748619109232E-014
           6 ,          58 ,   44.500000000000000      ,   2.3925306180672123E-014
